content,followers,genre,genres,label,popularity,track
"Theodore Shaw “Teddy” Wilson (born 1912-11-24 in Austin, Texas-died 1986-07-31 in New Britain, Connecticut) was a jazz pianist from the United States . His sophisticated and elegant style graced the records of many of the biggest names in jazz, including Louis Armstrong, Benny Goodman, Billie Holiday and Ella Fitzgerald.      Wilson studied piano and violin at Tuskegee Institute. After working in the Speed Webb and Louis Armstrong bands, he joined Benny Carter’s Chocolate Dandies in 1933. In 1935 he joined the Benny Goodman Trio (which consisted of Goodman, Wilson and drummer Gene Krupa, later expanded to the Benny Goodman Quartet with the addition of Lionel Hampton). The trio performed during the big band’s intermissions. By joining the Trio, Wilson became the first black musician to perform in public with a previously all-white jazz group.      In the 1930s and 1940s he recorded fifty hit records with various singers such as Lena Horne and Helen Ward, including many of Billie Holiday’s most successful records. During these years he also recorded many highly regarded sessions with a wide range of important swing musicians, such as Lester Young, Roy Eldridge, Charlie Shavers, Red Norvo, Buck Clayton and Ben Webster.      Wilson formed his own short-lived big band in 1939, then led a sextet at Cafe Society from 1940 to 1944. In the 1950s he taught at the Juilliard School. Wilson performed as a soloist and with pick-up groups up until the final years of his life.  ",1077480,jazz,"['adult standards', 'jazz blues', 'lounge', 'soul', 'vocal jazz']",teddy wilson,66,"['Easy Living (with Teddy Wilson & His Orchestra)', 'Gloomy Sunday (with Teddy Wilson & His Orchestra) - Take 1', 'Fools Rush In', ""Foolin' Myself (with Teddy Wilson & His Orchestra)"", 'The Way You Look Tonight (with Teddy Wilson & His Orchestra) - Take 2', 'What a Little Moonlight Can Do (with Teddy Wilson & His Orchestra)', 'Miss Brown to You (with Teddy Wilson & His Orchestra)', ""This Year's Kisses (with Teddy Wilson & His Orchestra)"", 'If You Were Mine (with Teddy Wilson & His Orchestra)', 'Easy Living (with Teddy Wilson & His Orchestra)']"
"**Nat “King” Cole** (March 17th 1919–February 15th 1965) was a popular American singer and [jazz](http://www.last.fm/tag/jazz) musician.       As a piano player, he formed a jazz trio in 1938 that played Los Angeles nightclubs, one of the first jazz trios featuring guitar and piano. Prior to this he had played music since he was a child and had worked with bands since he was sixteen. He was raised in Chicago and exposed to the abundant jazz scene there. He was heavily influenced by pianist [Earl “Fatha” Hines](http://www.last.fm/music/+noredirect/Earl+%22Fatha%22+Hines).      Later he became more popularly known as a singer and crooner and his work became more orchestrated.      His first mainstream vocal hit was in 1944 with [Straighten Up and Fly Right](http://www.last.fm/music/Nat+King+Cole/_/Straighten+Up+and+Fly+Right), based on a black folk tale that his father had used as a theme for a sermon. Although hardly a rocker, the song’s success proved that an audience for folk- based material existed. It is considered a predecessor to the first rock and roll records. Indeed, [Bo Diddley](http://www.last.fm/music/Bo+Diddley), who performed similar transformations of folk material, counted Cole as an influence.      Beginning in the late 1940s, Cole began recording and performing more pop- oriented material for mainstream audiences, often accompanied by a string orchestra. His stature as a popular icon was cemented during this period with such hits as [The Christmas Song](http://www.last.fm/music/Nat+King+Cole/_/The+Christmas+Song) (1946), [Nature Boy](http://www.last.fm/music/Nat+King+Cole/_/Nature+Boy) (1948), [Mona Lisa](http://www.last.fm/music/Nat+King+Cole/_/Mona+Lisa) (1950), and his signature tune [Unforgettable](http://www.last.fm/music/Nat+King+Cole/_/Unforgettable) (1951). While this shift to pop music led some jazz critics and fans to accuse Cole of selling out, he never totally abandoned his musical roots; as late as 1956, for instance, he recorded an all-jazz album, [After Midnight](http://www.last.fm/music/Nat+King+Cole/After+Midnight). In 1991, Mosaic Records released the _Complete Nat King Cole Trio Recordings on Capitol_, which contained 349 songs on twenty-seven LPs or eighteen CDs.      Throughout the 1950s Cole continued to rack up hit after hit, including [Smile](http://www.last.fm/music/Nat+King+Cole/_/Smile), [Pretend](http://www.last.fm/music/Nat+King+Cole/_/Pretend), [A Blossom Fell](http://www.last.fm/music/Nat+King+Cole/_/A+Blossom+Fell), and [If I May](http://www.last.fm/music/Nat+King+Cole/_/If+I+May). Most of his pop hits were collaborations with famed arranger/conductor [Nelson Riddle](http://www.last.fm/music/Nelson+Riddle). It was with Riddle that Cole released his first ten-inch long-play album in 1953 entitled _Sings for Two in Love_. Several more albums followed, including the [Gordon Jenkins](http://www.last.fm/music/Gordon+Jenkins) arranged [Love Is The Thing](http://www.last",279621,folk,"['adult standards', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",nat king cole,65,"['Unforgettable (Duet with Nat King Cole)', 'L-O-V-E', 'Unforgettable', 'Smile', 'Orange Colored Sky', 'When I Fall In Love - Remastered', 'Stardust', 'The Christmas Song (Merry Christmas To You)', '(I Love You) For Sentimental Reasons', 'Love Me As Though There Were No Tomorrow - Remastered']"
"**Jean “Django” Reinhardt** (23 January 1910 - 16 May 1953) was a Belgian guitarist and composer credited with popularizing [gypsy jazz](http://www.last.fm/tag/gypsy%20jazz), as well as conceptualizing the style together with several other Gypsy musicians. Reinhardt, the meaning of whose nickname was “I Awake” in the Romani language, severely injured two of the digits on his left hand as a youth, and changed his guitar playing style to adapt to his handicap. Together with violinist [Stéphane Grappelli](http://www.last.fm/music/St%C3%A9phane+Grappelli), he founded the [Quintette du Hot Club de France](http://www.last.fm/music/Quintette+du+Hot+Club+de+France), regarded as one of the most innovative recording groups in the history of jazz music.      Born in Liberchies, Pont-à-Celles, Belgium into a family of Manouche Gypsies, Jean Reinhardt learned to play several instruments such as the banjo, violin and guitar from an early age; he spent most of his youth in Gypsy encampments close to Paris. His family made a living from crafting furniture, but included several amateur musicians who inspired Reinhardt. Eventually, Reinhardt was given a banjo-guitar, at which point he stopped playing the violin. During this period, he was inspired by two older Gypsy musicians, Gusti Mahla and Jean Castro. Able to make a living from his music from his teen years onwards playing in bal-musette halls in Paris, Reinhardt received little formal education until his adult life; he was taught the rudiments of literacy by fellow band member Stéphane Grappelli.      At the age of eighteen, Reinhardt was injured in a fire that ravaged the caravan he shared with Florine “Bella” Mayer, his first wife. They were very poor, and to supplement their income Bella made imitation flowers out of celluloid and paper; consequently, their home was full of this highly inflammable material. Returning from a performance late one night, Django apparently knocked over a candle on his way to bed. While his family and neighbors were quick to pull him to safety, he received first- and second- degree burns over half his body. His right leg was paralyzed and the third and fourth fingers of his left hand were badly burnt. Doctors believed that he would never play guitar again and intended to amputate one of his legs. Reinhardt refused to have the surgery and left the hospital after a short time; he was able to walk within a year with the aid of a cane.      His brother [Joseph Reinhardt](http://www.last.fm/music/Joseph+Reinhardt), an accomplished guitarist himself, bought Django a new guitar. With painful rehabilitation and practice, Reinhardt relearned his craft in a completely new way, even as his third and fourth fingers remained partially paralyzed. Hence, he played all of his guitar solos with only two fingers, and managed to use the two injured digits only for chord work. After regaining his ability to play, Reinhardt resumed his career playing Parisian cafes",235313,jazz,"['bebop', 'cool jazz', 'french jazz', 'gypsy jazz', 'jazz', 'jazz guitar', 'swing']",django reinhardt,56,"[""I'll See You in My Dreams"", 'Minor Swing', 'Brazil', 'Out Of Nowhere', 'Swing 42', 'Djangologie', 'What a difference a day makes', ""Django's Tiger"", ""Django's Tiger"", 'Nuages']"
"Cornell Iral Haynes, Jr. (born November 2, 1974 in St. Louis, Missouri), better known by his stage name Nelly, is an American rapper, singer, actor and entrepreneur signed to Universal and Derrty Records. Born to a half Tunisian father and American mother, he has been active since 1993 as a bandmate of the rap group [St. Lunatics](http://www.last.fm/music/St.+Lunatics), and became a hip-hop superstar after the success of his solo release, Country Grammar, in 2000. The album peaked at #1 on the Billboard 200, spawned multiple chart toppers and won three Grammy awards. His second effort, 2002’s Nellyville, was equally successful and it included the hits “Dilemma” and “Hot in Herre” and was nominated for five Grammy awards, including Album of the Year. In 2004 Nelly released two albums at the same time, Sweat and Suit, and in September they briefly held the two top spots on the charts. His latest album is Brass Knuckles, released in 2008.   Nelly has been equally active as a businessman; among other ventures, in 2003 he released his own energy drink called “Pimp Juice,” and in 2004 he became a minority owner of the NBA’s Charlotte Bobcats basketball team. He is also the CEO of Derrty Entertainment, his own company formed in 2003. Nelly has two clothing lines: Vokal (for men) and Apple Bottoms (for women).  ",1327438,brass,"['dance pop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop']",nelly,77,"['Dilemma', 'Ride Wit Me', 'Where the Party At (feat. Nelly)', 'Hot In Herre', 'Country Grammar (Hot Shit)', 'Just A Dream - Main', 'Promiscuous', ""I'm Like A Bird"", 'The Fix', 'Air Force Ones']"
"The **Violent Femmes** are an [alternative rock](http://www.last.fm/tag/alternative%20rock) band, formed in Milwaukee, Wisconsin, United States in 1980. The band originally consisted of [Gordon Gano](http://www.last.fm/music/Gordon+Gano) (vocals, guitar), Brian Ritchie (bass), and Victor DeLorenzo (drums), with second drummer Guy Hoffman being added into the band in 1993. The band split in early 2009, their last recording being a cover of the [Gnarls Barkley](http://www.last.fm/music/Gnarls+Barkley) song “[Crazy](http://www.last.fm/music/Violent+Femmes/_/Crazy)”, a response to Gnarls Barkley’s cover of the Femmes song “[Gone Daddy Gone](http://www.last.fm/music/Gnarls+Barkley/_/Gone+Daddy+Gone)” released the previous year. In January 2013, it was announced that the Violent Femmes would be reuniting and performing at the Coachella Valley Music and Arts Festival in April. They performed there, the Bottlerock Napa Valley in May and Milwaukee’s Summerfest in June. The band is also on the bill for Riot Fest, which will take place in Chicago in September.   Drummer Victor DeLorenzo said that he would be open to recording new material with the Violent Femmes, but on July 15, 2013, it was announced that Dresden Dolls drummer Brian Viglione would be replacing DeLorenzo as the band’s drummer. In a statement, DeLorenzo said “It’s always hard to write a eulogy for a lost loved one. In this case, I sadly lament the loss of a dream and an ideal that was once Violent Femmes.”      Their music is an innovative combination of American [folk](http://www.last.fm/tag/folk) music and [punk rock](http://www.last.fm/tag/punk%20rock). The lyrics mix common adolescent themes like yearning for love, sex and affection with explorations of sin, death, and the hope of salvation. Their songs often express both a lyrical and musical sense of humor. Critics often attribute the Violent Femmes as laying the groundwork of dynamicism for the 90s [grunge](http://www.last.fm/tag/grunge) movement.      In its early days, the band frequently played coffee houses and street corners. They were discovered by James Honeyman-Scott (of [The Pretenders](http://www.last.fm/music/The+Pretenders)) on August 23, 1981, when the band was busking on a street corner in front of the Oriental Theatre, the Milwaukee venue that The Pretenders would be playing later that night. [Chrissie Hynde](http://www.last.fm/music/Chrissie+Hynde) invited them to play a brief acoustic set after the opening act. The band signed to [Slash Records](http://www.last.fm/label/Slash+Records) and recorded their eponymous debut in July 1982.      The group quickly gained a small cult following after the release of their self-titled album that never burgeoned into widespread popularity, although a few songs from this album did get some recognition (“[Add It Up](http://www.last.fm/music/Violent+Femmes/_/Add+It+Up)”, “[Blister In The Sun](http://www.last",342974,folk,"['acoustic punk', 'alternative rock', 'dance rock', 'indie rock', 'new wave', 'pop rock', 'punk', 'rock']",violent femmes,60,"['Blister In The Sun', 'Kiss Off', 'Add It Up', 'Gone Daddy Gone', 'American Music', 'Please Do Not Go', 'Good Feeling', 'Prove My Love', 'Country Death Song', 'Not OK']"
"**Pop Will Eat Itself** (also known as **PWEI** or the **Poppies**) was a band formed in Stourbridge, United Kingdom with band members from Birmingham, Coventry and the Black Country.      An early version of the band formed in 1981 under the name From Eden; members included [Clint Mansell](http://www.last.fm/music/Clint+Mansell), Adam Mole, Chris Fradgley, Malcolm Treece and Miles Hunt . Graham Crabb was recruited (Graham being the only respondant to replace the ‘piss poor’ Miles Hunt on drums). After From Eden splintered into two bands (Treece and Hunt went on to form [The Wonder Stuff](http://www.last.fm/music/The+Wonder+Stuff)) Mansell, Crabb & Mole formed Wild and Wandering, recruiting Richard March on bass. They eventually became Pop Will Eat Itself in 1986, taking the name from a quote in an NME article about Pop ‘eating itself’ suggesting that popular music continues to recycle ideas.      The band honed their songwriting skills with a string of catchy two-minute pop songs released on EPs both as Wild and Wandering and Pop Will Eat Itself. With the help of DJ John Peel, these EPs saw some airplay and enjoyed some popularity among university students. After the band feared they had accomplished all they could with their sound, they found new influences in hip hop acts such as the Beastie Boys, Run DMC and Public Enemy. Graham soon dropped the drum sticks for a mic and was replaced by a drum machine called “Dr. Nightmare.” Their style continued to develop with classics such as “There Is No Love Between Us Anymore’ and the anthemic “Def Con One”. As a result, PWEI were signed to major label RCA and they achieved top 40 hits with “Can U Dig It?” and “Wise Up! Sucker” off the album This Is the Day…This Is the Hour…This Is This!      RCA’s larger studio budget allowed the band to develop its potential further, and they released 3 successful albums on that label. The first two (…This is This! and Cure for Sanity) were recorded with the aid of legendary producer Flood, known for his work with Nine Inch Nails, U2 and many other popular 90s groups. Cure for Sanity was perhaps PWEI’s most experimental album, with a more electronic sound than previous efforts. RCA, meanwhile, was more interested chart success and so wanted the band to cut the lengthy instrumentals from their songs.      On 1992’s The Looks or The Lifestyle, the band recruited a live drummer to complement their standard array of loops and pre-programmed drums and brought back some live guitars. The record was their most commercial and polished work to date, and was arguably the Poppies’ high point, featuring top 20 hits like ‘Karmadrome’ and ‘Bulletproof.’ The single ‘Get the Girl! Kill the Baddies!’ registered as the band’s biggest hit in January 1993. By this point, RCA had already grown tired of PWEI’s stuborness and dropped them before the single was even released (the song went on to peak at 9 in the UK singles chart)",18830,country,"['big beat', 'britpop', 'electronic', 'industrial', 'industrial metal', 'industrial rock']",pop will eat itself,34,"['Ich Bin Ein Auslander', 'Their Law (feat. Pop Will Eat Itself) [Remastered]', 'Can U Dig It?', 'Def Con One', 'Wise Up! Sucker', 'Their Law', 'There is No Love Between Us Anymore', ""Everything's Cool"", 'Def Con One - Doomsday Power Mix', 'Dance of the Mad Bastards']"
"Sir Elton Hercules John, CBE (born Reginald Kenneth Dwight in Pinner, Middlesex, England on 25 March 1947) is an immensely popular English singer, composer (mostly with lyricist [Bernie Taupin](http://www.last.fm/music/Bernie+Taupin)) and pianist. In a career spanning five decades, **Elton John** has sold over 250 million records and has over fifty Top 40 hits, making him one of the most successful musicians of all time. His 1997 tribute to Diana, Princess of Wales, “[Candle In The Wind 1997](http://www.last.fm/music/Elton+John/_/Candle+In+The+Wind+1997),” remains the world’s biggest selling and fastest selling single of all time.      In 1964, Dwight and his friends formed a band called [Bluesology](http://www.last.fm/music/Bluesology). By day, he ran errands for a music publishing company; he divided his nights between solo gigs at a London hotel bar and working with Bluesology. By the mid-1960s, Bluesology was backing touring American soul and R&B musicians like [The Isley Brothers](http://www.last.fm/music/The+Isley+Brothers), Major Lance, Billy Stewart, [Doris Troy](http://www.last.fm/music/Doris+Troy) and Patti LaBelle and The Bluebelles. In 1966, the band became musician Long John Baldry’s supporting band and played 16 times at The Marquee Club.      John was one of the dominant commercial forces in the rock world during the 1970s, with a string of seven consecutive #1 records on the U.S. album charts, twenty-three Top 40 singles, sixty Top 10 hits, and six #1 hits. His success had a profound impact on popular music, and contributed to the continued popularity of the piano in rock and roll.      Key musical elements in John’s success included his melodic gifts matched with the contributions of his lyricist partner [Bernie Taupin](http://www.last.fm/music/Bernie+Taupin), his rich tenor and gospel- chorded piano, aggressive string arrangements, his flamboyant fashion sense and on-stage showmanship. As told by himself, his somewhat “flashy” outfits were due to the fact that he sits behind the piano and would otherwise vanish on stage.      John was inducted into the Rock and Roll Hall of Fame in 1994 and knighted in 1998. He has helped lead the fight against AIDS since the late 1980s. In 2004, Rolling Stone Magazine ranked John #49 on their list of the 100 Greatest Artists of All Time. He continues to be a major public figure.  ",3574618,rock,"['glam rock', 'mellow gold', 'piano rock', 'rock']",elton john,84,"[""Rocket Man (I Think It's Going To Be A Long, Long Time)"", 'Tiny Dancer', 'High (feat. Elton John)', 'Your Song', 'Bennie And The Jets - Remastered 2014', ""Don't Go Breaking My Heart"", ""I'm Still Standing"", 'Goodbye Yellow Brick Road - Remastered 2014', 'Crocodile Rock', ""I Guess That's Why They Call It The Blues""]"
"Big Joe Williams (Joseph Lee Williams, Crawford, Mississippi, October 16, 1903 – December 17, 1982) was an American Delta blues guitarist, singer and songwriter, notable for the distinctive sound of his nine-string guitar. Performing over four decades, he recorded such songs as “Baby Please Don’t Go”, “Crawlin’ King Snake” and “Peach Orchard Mama” for a variety of record labels, including Bluebird, Delmark, Okeh, Prestige and Vocalion. Williams was inducted into the Blues Hall of Fame on October 4, 1992.      Williams as a youth began wandering across the United States busking and playing stores, bars, alleys and work camps. In the early 1920s he worked in the Rabbit Foot Minstrels revue and recorded with the [Birmingham Jug Band](http://www.last.fm/music/Birmingham+Jug+Band) in 1930 for the Okeh label.      In 1934, he was in St. Louis, where he met record producer Lester Melrose who signed him to Bluebird Records in 1935. He stayed with Bluebird for ten years, recording such blues hits as “Baby, Please Don’t Go” as [Joe Williams’ Washboard Blues Singers](http://www.last.fm/music/Joe+Williams%27+Washboard+Blues+Singers) (1935) and “Crawlin’ King Snake” (1941), both songs later covered by many other performers. He also recorded with other blues singers, including Sonny Boy Williamson I, Robert Nighthawk and Peetie Wheatstraw.      Williams remained a noted blues artist in the 1950s and 1960s, with his guitar style and vocals becoming popular with folk-blues fans. He recorded for the Trumpet, Delmark, Prestige and Vocalion labels, among others. He became a regular on the concert and coffeehouse circuits, touring Europe and Japan in the late 1960s and early 1970s and performing at major U.S. music festivals.      He died December 17, 1982 in Macon, Mississippi. Williams was buried in a private cemetery outside Crawford near the Lowndes County line. His headstone was primarily paid for by friends and partially funded by a collection taken up among musicians at Clifford Antone’s nightclub in Austin, Texas, organized by California music writer Dan Forte, and erected through the Mt. Zion Memorial Fund on October 9, 1994. Harmonica virtuoso and one time touring companion of Williams, Charlie Musselwhite, delivered the eulogy at the unveiling. Williams’ headstone epitaph, composed by Forte, proclaims him “King of the 9 String Guitar.”      Remaining funds raised for Williams’ memorial were donated by the Mt. Zion Memorial Fund to the Delta Blues Museum in order to purchase the last nine- string guitar from Williams’ sister Mary May. The guitar purchased by the Museum is actually a 12-string guitar that Williams used in his later days. The last nine-string (a 1950s Kay cutaway converted to Williams’ nine-string specifications) is missing at this time. Williams’ previous nine-string (converted from a 1944 Gibson L-7) is in the possession of Williams’ road agent and fellow traveler, Blewett Thomas",21825,blues,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",big joe williams,34,"[""Baby Please Don't Go"", 'Back Home Blues', ""Rollin' And Tumblin'"", ""Can't Listen No More"", 'Whistling Pines', 'Saturday Night Women', 'Big Fat Mama', ""Baby Please Don't Go"", 'Been In Crawford Too Long', ""Please Don't Go""]"
"Also listed as:   [Jelly Roll Morton and His Red Hot Peppers](http://www.last.fm/music/Jelly+Roll+Morton+and+His+Red+Hot+Peppers)   [Jelly Roll Morton’s Red Hot Peppers](http://www.last.fm/music/Jelly+Roll+Morton%27s+Red+Hot+Peppers)   [Jelly-Roll Morton’s Red Hot Peppers](http://www.last.fm/music/Jelly- Roll+Morton%27s+Red+Hot+Peppers)      Ferdinand Joseph LaMothe (October 20, 1890 – July 10, 1941), known professionally as Jelly Roll Morton, was an American ragtime and early jazz pianist, bandleader and composer who started his career in New Orleans, Louisiana.      Widely recognized as a pivotal figure in early jazz, Morton is perhaps most notable as jazz’s first arranger, proving that a genre rooted in improvisation could retain its essential spirit and characteristics when notated. His composition “Jelly Roll Blues” was the first published jazz composition, in 1915. Morton is also notable for naming and popularizing the “Spanish tinge” (habanera rhythm and tresillo), and for writing such standards as “Wolverine Blues”, “Black Bottom Stomp”, and “I Thought I Heard Buddy Bolden Say”, the latter a tribute to New Orleans personalities from the turn of the 19th century to 20th century.      Reputed for his arrogance and self-promotion as often as recognized in his day for his musical talents, Morton claimed to have invented jazz outright in 1902 — much to the derision of later musicians and critics. The jazz historian, musician, and composer Gunther Schuller says of Morton’s “hyperbolic assertions” that there is “no proof to the contrary” and that Morton’s “considerable accomplishments in themselves provide reasonable substantiation”. However, the scholar Katy Martin has argued that Morton’s bragging was exaggerated by Alan Lomax in the book Mister Jelly Roll, and this portrayal has influenced public opinion and scholarship on Morton since.      Morton was born into a Creole of Color community in the Faubourg Marigny neighborhood of downtown New Orleans, Louisiana. A baptismal certificate issued in 1894 lists his date of birth as October 20, 1890; however Morton himself and his half-sisters claimed the September 20, 1885, date is correct. His World War I draft registration card showed September 13, 1884 but his California death certificate listed his birth as September 20, 1889. He was born to F. P. Lamothe and Louise Monette (written as Lemott and Monett on his baptismal certificate). Eulaley Haco (Eulalie Hécaud) was the godparent. Eulalie helped him to be christened with the name Ferdinand. Ferdinand’s parents were in a common-law marriage and not legally married. No birth certificate has been found to date. He took the name “Morton” by anglicizing the name of his stepfather, Mouton.         New Orleans   Morton was, along with Tony Jackson, one of the best regarded pianists in the Storyville District early in the 20th century",21623,jazz,"['big band', 'boogie-woogie', 'dixieland', 'jazz piano', 'louisiana blues', 'new orleans blues', 'new orleans jazz', 'ragtime', 'stride', 'swing', 'vintage jazz']",jelly roll morton,36,"['Black Bottom Stomp - 2002 Remastered', 'Doctor Jazz', 'Wolverine Blues', 'Maple Leaf Rag', ""Grandpa's Spells"", 'I Thought I Heard Buddy Bolden Say', 'Wolverine Blues - 1990 Remastered - Take 1', ""Mamie's Blues"", 'King Porter Stomp', 'King Porter Stomp']"
"Jeffrey Atkins (born February 29, 1976 in Queens, New York), better known by his stage name Ja Rule, is an American rapper, singer and actor signed to his own label Mpire Records. He began his career in the group [Cash Money Click](http://www.last.fm/music/Cash+Money+Click) and released his debut solo album, Venni Vetti Vecci, in 1999. He has since released 2000’s Rule 3:36, 2001’s Pain Is Love, 2002’s The Last Temptation, 2003’s Blood in My Eye and 2004’s R.U.L.E. He now plans to release his seventh studio album, Venni Vetti Vecci 2010, sometime later this year.      He is best-known for hits “Put It On Me”, “Between Me And You”, “Wonderful” and for being associated with Jay-Z as a part of The Murderers. Ja Rule has sold over 20 Million albums worldwide and has released six albums with one on the way. His best-selling albums are Pain Is Love and Rule 3:36. Ja Rule has beefed with rappers DMX, 50 Cent, The Game, Busta Rhymes, Dr. Dre, and Eminem.      Early life:      He attended Junior High School in Floral Park, New York, where he met his future wife Aisha Murray and they graduated in 1991. They attended Martin Van Buren High School together but he did not graduate. When Atkins was five years old, his sister died from respiratory problems. Growing up in a strict religious home, Atkin’s family did not celebrate birthdays and Christmas, and as a child, was not allowed to listen to rap music. When he first heard it, he decided to be a rapper. He would sneak the music into his house and played it on his CD player when his mother wasn’t around. Atkins is married to his high school sweetheart, Aisha Atkins née Murray.They have three children: Brittney (11), Jeffrey Junior (6) and Jordan (3).He and his family live in a mansion in New Jersey.      Rise to Fame:      At age 15, Atkins appeared with 0-1 and Chris Black as part of Cash Money Click. This would lead to him being signed by TVT Records in 1994. He would end up being heard by a young DJ who called himself DJ Irv, then later Irv Gotti. Gotti, was a friend of Jay-Z’s and he was also a DJ for Def Jam Recordings. During the mid 90s his main priority was meeting Ja Rule. He wanted to sign Ja to his new label Murder Inc. Records. He wanted Ja because of his distinct deep voice. After Irv was able to sign Ja along with DMX and Jay-Z to Def Jam. He began to have an idea that they all work together. They formed a group named The Murderers. They recorded many songs together. Friction tore the group apart, DMX, a rapper that sounds very similar to Ja accused him of trying to steal his style with the deep voice, by saying that before the three were signed Ja tried to make his voice sound lighter but heard him embrace the deep voice and tried to imitate it. They had planned to release an album together, but this idea was scrapped and they all made appearances on their respective albums. Still, around this time, Ja Rule was still fairly unknown",659046,religious,"['dance pop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'pop rap', 'rap', 'trap music']",ja rule,72,"[""What's Luv? (feat. Ja-Rule & Ashanti)"", 'Always On Time', 'Mesmerize', 'Old Thing Back (feat. Ja Rule and Ralph Tresvant)', 'Put It On Me', 'Always On Time', ""I'm Real - Murder Remix"", ""I'm Real - Murder Remix"", ""Livin' It Up"", ""Ain't It Funny - Murder Remix""]"
"**Lena Mary Calhoun Horne** (June 30, 1917 – May 9, 2010) was an American singer, actress, civil rights activist and dancer. She was born in Brooklyn, New York. She had recorded and performed extensively, both independently, and with other jazz notables, including [Artie Shaw](http://www.last.fm/music/Artie+Shaw), [Teddy Wilson](http://www.last.fm/music/Teddy+Wilson), [Billy Strayhorn](http://www.last.fm/music/Billy+Strayhorn), [Duke Ellington](http://www.last.fm/music/Duke+Ellington), [Charlie Barnet](http://www.last.fm/music/Charlie+Barnet), [Benny Carter](http://www.last.fm/music/Benny+Carter), and [Billy Eckstine](http://www.last.fm/music/Billy+Eckstine).      In her biography she stated that on the day she was born, her father was in the midst of a card game trying to get money to pay the hospital costs. Her parents divorced while she was still a toddler. Her mother left later in order to find work as an actress and Lena was left in the care of her grandparents. When she was seven her mother returned and the two traveled around the state, which meant that Lena was enrolled in numerous schools (for a time she also attended schools in Florida, Georgia and Ohio). Later she returned to Brooklyn.      She quit school when she was 14 and got her first stage job at 16, dancing and later singing at the famed [Cotton Club](http://www.last.fm/music/Cotton+Club) in Harlem (a renowned theatre in which black performers played before white audiences, immortalized in the film - The Cotton Club (1984)). She was in good hands at the club, especially when people such as [Cab Calloway](http://www.last.fm/music/Cab+Calloway) and [Duke Ellington](http://www.last.fm/music/Duke+Ellington) took her under their wings and helped her over the rough spots.      Before long her talent resulted in her playing before packed houses. If she had never made a film, her music career would have been enough to have ensured her legendary status in the entertainment industry, but films were icing on the cake. After she made an appearances on Broadway, Hollywood came calling.      At 21 years of age Lena made her first film, The Duke Is Tops (1938). It would be four more years before she appeared in another, Panama Hattie (1942), playing a singer in a nightclub. By now Lena had signed with MGM but, unfortunately for her, the pictures were shot so that her scenes could be cut out when they were shown in the South, since most theatres in the South refused to show films that portrayed blacks in anything other than subservient roles to whites, and most film studios did not want to take a chance on losing that particular source of revenue. Lena did not want to appear in those kinds of stereotyped roles (and who could blame her?).      In 1943 MGM loaned her to 20th Century-Fox to play the role of Selina Rogers in the all-black musical Stormy Weather (1943), which did extremely well at the box-office. Her rendition of the title song became a major hit on the musical charts",27641,jazz,"['adult standards', 'lounge', 'vocal jazz']",lena horne,38,"['Stormy Weather', 'Believe In Yourself', 'I Let A Song Go Out Of My Heart', 'A Brand New Day', 'I want a little doggie', 'The Good Witch Glinda', 'I Got Rhythm', 'The Lady Is a Tramp', 'How Long Has This Been Going On?', 'From This Moment On (From ""Kiss Me Kate"") - Remastered 2002']"
